"Date","Open","High","Low","Close"
"01 Sep 2017","9937.65","9983.45","9909.85","9974.4"
"31 Aug 2017","9905.7","9925.1","9856.95","9917.9"
"30 Aug 2017","9859.5","9909.45","9850.8","9884.4"
"29 Aug 2017","9886.4","9887.35","9783.75","9796.05"
"28 Aug 2017","9907.15","9925.75","9882","9912.8"
"24 Aug 2017","9881.2","9881.5","9848.85","9857.05"
"23 Aug 2017","9803.05","9857.9","9786.75","9852.5"
"22 Aug 2017","9815.75","9828.45","9752.6","9765.55"
"21 Aug 2017","9864.25","9884.35","9740.1","9754.35"
"18 Aug 2017","9865.95","9865.95","9783.65","9837.4"
"17 Aug 2017","9945.55","9947.8","9883.75","9904.15"
"16 Aug 2017","9825.85","9903.95","9773.85","9897.3"
"14 Aug 2017","9755.75","9818.3","9752.1","9794.15"
"11 Aug 2017","9712.15","9771.65","9685.55","9710.8"
"10 Aug 2017","9872.85","9892.65","9776.2","9820.25"
"09 Aug 2017","9961.15","9969.8","9893.05","9908.05"
"08 Aug 2017","10068.35","10083.8","9947","9978.55"
"07 Aug 2017","10074.8","10088.1","10046.35","10057.4"
"04 Aug 2017","10008.6","10075.25","9988.35","10066.4"
"03 Aug 2017","10081.15","10081.15","9998.25","10013.65"
"02 Aug 2017","10136.3","10137.85","10054.2","10081.5"
"01 Aug 2017","10101.05","10128.6","10065.75","10114.65"
"31 Jul 2017","10034.7","10085.9","10016.95","10077.1"
"28 Jul 2017","9996.55","10026.05","9944.5","10014.5"
"27 Jul 2017","10063.25","10114.85","10005.5","10020.55"
"26 Jul 2017","9983.65","10025.95","9965.95","10020.65"
"25 Jul 2017","10010.55","10011.3","9949.1","9964.55"
"24 Jul 2017","9936.8","9982.05","9919.6","9966.4"
"21 Jul 2017","9899.6","9924.7","9838","9915.25"
"20 Jul 2017","9920.2","9922.55","9863.45","9873.3"
"19 Jul 2017","9855.95","9905.05","9851.65","9899.6"
"18 Jul 2017","9832.7","9885.35","9792.05","9827.15"
"17 Jul 2017","9908.15","9928.2","9894.7","9915.95"
"14 Jul 2017","9913.3","9913.3","9845.45","9886.35"
"13 Jul 2017","9855.8","9897.25","9853.45","9891.7"
"12 Jul 2017","9807.3","9824.95","9787.7","9816.1"
"11 Jul 2017","9797.45","9830.05","9778.85","9786.05"
"10 Jul 2017","9719.3","9782.15","9646.45","9771.05"
"07 Jul 2017","9670.35","9684.25","9642.65","9665.8"
"06 Jul 2017","9653.6","9700.7","9639.95","9674.55"
